datetime,net_load_before_pv,pv,net_load_after_pv
1/16/21 8:00,489.2217403,31.03043496,458.1913054
1/16/21 8:05,464.6130383,54.76956678,409.8434715
1/16/21 8:10,490.6391317,44.79999922,445.8391325
1/16/21 8:15,510.28696,43.34347726,466.9434827
1/16/21 8:20,494.7260981,52.900002,441.8260961
1/16/21 8:25,499.7958402,51.84166629,447.9541739
1/16/21 8:30,523.4608666,77.26086761,446.199999
1/16/21 8:35,511.35001,86.950001,424.400009
1/16/21 8:40,520.3999898,93.94999783,426.449992
1/16/21 8:45,519.6695532,98.45652174,421.2130315
1/16/21 8:50,497.2782639,105.3391293,391.9391346
1/16/21 8:55,509.299995,102.4125018,406.8874933
1/16/21 9:00,506.8869537,109.4782609,397.4086928
1/16/21 9:05,526.4583249,114.8916668,411.5666582
1/16/21 9:10,510.808341,117.833335,392.975006
1/16/21 9:15,543.3833413,126.3958346,416.9875068
1/16/21 9:20,537.3124963,135.0249978,402.2874985
1/16/21 9:25,542.1916705,124.5124981,417.6791724
1/16/21 9:30,530.5666627,115.4333313,415.1333313
1/16/21 9:35,550.7333377,119.5333357,431.200002
1/16/21 9:40,539.349991,70.862503,468.487488
1/16/21 9:45,479.6624985,125.1625023,354.4999963
1/16/21 9:50,515.1086891,161.6956522,353.413037
1/16/21 9:55,563.7666714,158.1500003,405.6166712
1/16/21 10:00,628.9250022,133.358329,495.5666732
1/16/21 10:05,634.474991,159.2750015,475.1999895
1/16/21 10:10,643.4124956,149.7125024,493.6999933
1/16/21 10:15,621.691665,148.6416683,473.0499968
1/16/21 10:20,651.1826183,172.8869589,478.2956595
1/16/21 10:25,677.7666802,176.6000035,501.1666767
1/16/21 10:30,632.2869568,168.0391276,464.2478292
1/16/21 10:35,605.5782538,174.6782598,430.899994
1/16/21 10:40,636.9956195,172.387497,464.6081225
1/16/21 10:45,616.721742,192.4652114,424.2565306
1/16/21 10:50,622.6782553,190.6695656,432.0086897
1/16/21 10:55,622.7782528,203.2912997,419.4869531
1/16/21 11:00,618.9043564,176.8999966,442.0043598
1/16/21 11:05,614.5000117,158.9869623,455.5130495
1/16/21 11:10,614.9695719,182.9826109,431.986961
1/16/21 11:15,576.0130273,171.0391263,404.973901
1/16/21 11:20,465.2043568,180.699997,284.5043598
